id,brand,title,description,price,cluster_id,pricecurrency,page_url
3016,TP-Link,TP-Link Tl-pb10000 10000mah Powerbank,,92.90,1767,,
3017,,Johnnie Walker Black Label Scotch Whisky 40% vol.,,25.86,1768,,
3018,,"3M - GPF13.3W9 GOLD LAPTOP FOR 13,3IN / 33,8 CM / 16:9 ACCS","3M GPF13.3W9 GOLD LAPTOP FOR 13,3IN / 33,8 CM / 16:9 ACCS (98044054991) - Type: Screen Protector",950.00,1769,,
3019,,"Brother LC-123Y Ink cartridge yellow, 600 pages, 10ml","- Yellow.- High Yield.- Innobella Ink Cartridges.- Approx. 600 pages in accordance with ISO/IEC 24711.Compatible Printers: Brother MFC-J 475 DW, Brother MFC-J 4310 DW, Brother MFC-J 4510 DW, Brother MFC-J 4710 DW, Brother DCP-J 172 W, Brother DCP-J 152SPECIFICATIONSTechnical details Printing colours Yellow Quantity 1 Cartridge capacity High Print technology InkjetFeatures Printing colours Yellow Quantity 1 Cartridge capacity High Print technology Inkjet Compatibility MFC-J4610 DW, MFC-J4410 DW, MFC-J4510 DW",16.99,1770,,
3020,,"Life Extension Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support, 200mg, 30 Softgels",,46.50,1771,,
3021,,Sigma 50mm F1.4 DG HSM Nikon [ART],,4032.00,1772,,
3022,,"Blaze Professional 27"" 2 Burner Grill","Blaze Professional 27"" 2 Burner Built-In Gas GrillBlaze presents the Blaze Professional Grill as a leader in the industry regarding the thickness of its components resulting in irrefutable durability while providing an effective cooking system. By the precision mixing of fuel and oxygen, Blaze Professional achieves extraordinary searing temperatures while maintaining low gas consumption per burner when compared to the top performing grill brands. The Professional’s Illumination system compliments its unmistakable style giving an appearance to catch every admiring eye!As of March 15, 2016 — Blaze gas grills have a lifetime warranty that warrants against any defects in the manufacturing and workmanship of the main burners, cooking grids, body, flame tamers, heat zone separators, warming rack, and control valves. While ignition, electronic, and lighting systemsare covered for one (1) year after the date of purchase. Grills must be registered within thirty days for the warranty to apply• 2 commercial quality 304 cast stainless steel H burners• 18,000 BTUs of cooking power per burner, for a total of 36,000 BTUs• 10,000 BTU infrared rear rotisserie burner• Rotisserie kit includes a waterproof motor• Heavy 12mm stainless steel hexagon cooking rods maximize durability• 630 square inches of total cooking space• Push and turn flame-thrower primary ignition system delivers a fast start every time• Individual flash tube secondary ignition• Removable warming rack• Heat zone separators divide the cooking surface into individual temperature zones• Flame stabilizing grids minimize flare-ups while adding a grilled flavor• Full-width drip tray and removable baffles for quick clean up• Double-lined grill hood protects outer layer from heat discoloration and maintains more heat• Illuminated control knobs for evening gatherings creates a sophisticated appearance• Interior lights help navigate the grilling surface at night• Blaze Grills offers an impressive Lifetime Warranty",2499.99,1773,,
3023,,SMT1000RMI2UCAPC Smart-UPS 1000VA LCD RM 2U 230V with SmartConnect,,700.35,1774,,
3024,,WS-C3650-48TD-S - Cisco Catalyst 3650 Network Switch - Refurb'd,"REFURBISHED - Cisco 3650 Ethernet Switch - 48 Port w/Optional Stacking - 48 x 10/100/1000 Ethernet and 2x10G Uplink ports, 250WAC power supply, IP Base feature set (WS-C3650-48TD S)",975.00,1775,,
3025,Ubiquiti,"Ubiquiti UniFi Managed 24-Port Gigabit PoE Switch with 2 SFP Ports, 500W PoE Budget",Managed PoE+ Gigabit Switch with SFP,593.99,1776,,
3026,QBP,Park Tool AWS-9.2 Fold-Up Hex Wrench Set,"Park Tool Hex wrenches made from industrial tool steel, hardened and tempered for shop use. Available in Y, L-Shape and folding versionsIncludes 4,5,6mm hex keys, flat blade screwdriver and T-25 Torx driverTip Size:4,5,6Set or Individual:SetBall End:NoStyle:Folding",9.95,1777,,
3027,,"Xiaomi Redmi Note 8 16 cm (6.3\"") 4 GB 64 GB Dual SIM 4G USB Type-C Blue 4000 mAh","Xiaomi Redmi Note 8, 16 cm (6.3\""), 2340 x 1080 pixels, 4 GB, 64 GB, 48 MP, Blue",188.49,1778,,
3028,Epson,"Epson T618100 Black, Extra High Yield Ink Cartridge","Epson T618100 Extra High-Yield Black Ink Cartridge fro B500DN Printer,8,000 Page-Yield.SpecificationsManufacturer:...",76.91,1779,,
3029,Nikon,Nikon AF-S 50mm f/1.4G Lens,"Features a large maximum aperture of f/1.4, enabling it to be used for easy handheld shooting in dark settings, such as a dimly lit room. It also allows photographers to easily create beautiful large blur effects.",749,1780,,
3030,WESTERN DIGITAL,SSD WESTERN DIGITAL Blue 3D NAND1To,SSD WESTERN DIGITAL Blue 3D NAND1To,114.99,1781,,
3031,,Jabra Evolve 65 MS Mono New,"The Jabra Evolve 65 MS mono is a professional headset designed mainly to improve conversations. Premium noise cancelling microphone eliminates background noise so your voice can be heard more clearly.Jabra Evolve 65 MS mono features:Noise CancellationLarge, comfortable \""on the ear' leatherette ear padOver one ear configurationConnects to softphone, mobile & tabletIdeal for voice and musicBluetooth Class 1.5Jabra Link 370 USB adapter includedBluetooth Class 1,5 gives you 100 ft. (30m) range10 hours of battery lifeIntegrated busy light signals user availabilityVoice GuidanceMicrosoft Lync OptimizedBoom folds into headband when not in useSoft storage pouch includedFor more Jabra Evolve 65 MS Mono information: Jabra Evolve Datasheet",179.0,1782,,
3032,Swiss Military Hanowa,Swiss Military Hanowa06-5161.2.04.003 Flagship Uhr,Steel Swiss Made Watch with Date,249.00,1783,,
3033,Hikvision,"Hikvision DS-7216HQHI-K2 16 Channel TVI, DVR & NVR Tribrid CCTV Recorder with Network and Mobile phone remote viewing",,,1784,,
3034,,Gigabyte GeForce GTX 1660 SUPER GAMING OC,"Grafikkort, PCI-Express 3.0, 6GB GDDR6, Turing",1860.00,1785,,
3035,,"LaCie Mobile Portable HDD 5TB 2.5\"" USB Type C/USB 3.0, Moon Silver",,179,1786,,
3036,,"Brother LC-1100HYBK Ink Cartridge High Yield for MFC-6490, DCP-6690/6890 series",,58.00,1787,,
3037,,Brother toner magenta 1400PP x DCP-9010CN MFC-9120CN MFC-9320CW HL-3040CN HL-3070CW,TN230M BROTHER HL3070CW MAGENTA,61.48,1788,,
3038,Jabra,Jabra BIZ 1500 Mono QD NC,,63,1789,,
3039,,New Era 10745455 Baseball sapka,,5630,1790,,
3040,,HDD WD Purple 3TB 64MB SATA3 (WD30PURX),SeriaPurpleInterfataSATA-IIICapacitate3 TBBuffer64 MBVitezaIntelliPower RPMForm factor3.5 inchRecomandat NASDa,624,1791,,
3041,,Citizen Ladies Eco Drive L Sunrise DiamondWatch EM0320-59D,"The Sunrise collection unites the beauty of nature with innovative design and functionality. With its subtle graduation of colour, the dial conveys the essence of a gentle breeze in a meadow, evoking a sense of romance and eloquence. Suspended beneath the stainless steel case is a unique oblique ring design in which three diamonds float freely, creating a sparkling interplay of light on the wrist. The exquisitely designed Sunrise models feature a mother of pearl dial and a case that are both beautifully rendered and adorned with 10 precious diamonds and sapphire crystalMovement Eco-Drive E031 Functions 3 HandStainless Steel Bracelet, Deployment Clasp with Push ButtonCase Size 30mmCase Material Stainless SteelDiamond Bezel Dial Diamond Accented DialSapphire CrystalWater Resistance WR50/5Bar/166ft Still water swimming5 Year Guarantee",569.00,1792,,
3042,,Corsair Crystal Series 570X RGB White ATX,,189,1793,,
3043,HP,HP stampante Color LaserJet Professional CP5225dn (CE712A#B19),stampante,1415.20,1794,,
3044,PARK TOOL,"PARK TOOL Park Tool, CC-2, Chain wear indicator, Shows percentage of wear",,27.95,1795,,
3045,CORSAIR,Memoire DDR4 CORSAIR VENGEANCE LPX 4GB (1 x 4GB),Memoire DDR4 CORSAIR VENGEANCE LPX 4GB (1 x 4GB)- DDR4 DRAM 2400MHz C116,35.99,1796,,
3046,Canon,Canon RF 50mm F1.2 L USM Lens,"The RF 50mm F1.2 L USM lens delivers a remarkable level of image quality and superlative performance in an elegant design. Engineered expressly for Canon’s EOS R system, it has a large 54mm diameter, an extremely bright f/1.2 aperture and can focus as close as 1.31 ft./0.40m for excellent operation from almost any distance. Its refined optical formula, engineered specifically for the RF mount, delivers consistent, impressive performance with shallow depth of field and eye-catching background blur. Whether capturing portraits, still life, weddings or anything in between, photographers and videographers can expect gorgeous, detailed and sharp results from the center of the image to the periphery.",2299.00,1797,,
3047,,Gigabyte GeForce GTX 1660 Ti OC 6GB GDDR6,,1449,1798,,
3048,,TP-Link T1700G-28TQ JetStream 24-Port Gigabit Stack Smart Switch + 4 10GE SFP+,,1103.20,1799,,
3049,,Zebra 800015-301 Monochrome Ribbon 1500 Images (Standard Black),"BackDetailsThe Zebra 800015-301 Monochrome Black Resin Ribbon, 1500 images per roll, consists of only Black panels used for printing in monochrome (barcodes, text, serial numbers, bold black graphics, etc.) to PVC/Composite ID card stock.Printer CompatibilityCurrently compatible with the following ID card printers: Zebra P300,Zebra P310C,Zebra P310F,Zebra P310i,Zebra P320i,Zebra P330i,Zebra P330m,Zebra P400,Zebra P420C,Zebra P420i,Zebra P430i,Zebra P500,Zebra P520C,Zebra P520i,Zebra P600Genuine Supplies GuaranteeJ. O’Brien guarantees that this product is branded and certified by Zebra to work in accordance with its given compatibility. J. O’Brien never sells used or third-party replicated products. Those items are not guaranteed by the manufacturer and can cause harm to the machine; voiding the warranty. We stand by our promise to always provide the best and most trusted product for your needs.",15,1800,,
3050,,MultiPlus 12/3000/120-50 120V,PMP123021102,2125.35,1801,,
3051,GoPro,GoPro Dual Battery Charger + Battery (for HERO4 Black/HERO4 Silver) Price in Pakistan,"Conveniently charges two HERO4 Black or HERO4 Silver camera batteries simultaneously. Compatibility: HERO4 Black, HERO4 Silver",10799,1802,,
3052,,"Pokémon TCG: Sword & Shield-Rebel Clash 3 Booster Packs, Coin & Rayquaza Promo Card","A Boost for Your Collection!This Pokémon TCG set includes 3 Pokémon TCG: Sword & Shield—Rebel Clash booster packs, a foil promo card featuring Rayquaza, a cool Pokémon coin to add to your collection, and a code card for the Pokémon Trading Card Game Online!Each booster pack contains 10 cards and 1 basic EnergyCards vary by pack. Booster pack packaging may vary by product.",11.99,1803,,
3053,Canon,Canon RF 50mm f/1.2L USM Lens,"Setting new standards of optical quality and speed, this Canon RF 50mm f/1.2L USM prime lens offers supreme sharpness, plus remarkable low-light performance.",45395.00,1804,,
3054,,Hesh 3 Wireless Over-Ear Headphones - Black,"Groove to your favourite tunes wherever you go with the Hesh 3 Wireless Over-Ear Headphones Black. These headphones have noise isolation, which prevents background sound from disrupting your listening experience. With memory foam ear pads, they fit perfectly to your ears. They are built with Rapid charge functionality, refilling your battery in a shorter frame of time. Equipped with Bluetooth, these headphones will pair with any smartphone or other device. These headphones are built with a lightweight construction and have a foldable design so that you can store them until the next time you use them.",229.99,1805,,
3055,,"Memorie USB KINGSTON DataTraveler microDuo, USB 3.0-microUSB, 16GB, 70MBs/15MBs, negru",,,1806,,
3056,,Kšiltovka New Era Los Angeles Dodgers 39Thirty Flexcap,,633,1807,,
3057,,KINGSTON 16GB MICRO SD CANVAS SELECT 100MB/S,KINGSTON 16GB MICRO SD CANVAS SELECT 100MB/S,99.00,1808,,
3058,,Canon EF-S 55-250mm f/4-5.6 IS STM SLR Telephoto lens Black,Shop wide range of camera lenses online for camera accessories. Get products with high quality and material at buy4lesstoday. Order online today!,2.9938E2,1809,,
3059,,"3M - Privacy Filter 23.0\""\"" 16:9","3M Privacy Filter 23.0\""\"" 16:9 (PF230W9B) - Type: Other Accessories",1678.00,1810,,
3060,,Pokemon TCG: Sword & Shield 3 Darkness Ablaze Elite Trainer Box,"The velvet night glows, burns, and blazes astoundingly bright as the Legendary Pokémon Eternatus arrives as a Pokémon V alongside Centiskorch V, Crobat V, Salamence V, and many others. You’ll also find towering Pokémon VMAX in their Gigantamax forms: Charizard VMAX, Grimmsnarl VMAX, Butterfree VMAX, and more!Light a fire with the Pokémon TCG: Sword & Shield — Darkness Ablaze expansion!Contents:8 Pokémon TCG: Sword & Shield — Darkness Ablaze booster packs65 card sleeves featuring Eternatus45 Pokémon TCG Energy cardsA player’s guide to the Sword & Shield—Darkness Ablaze expansionA Pokémon TCG rulebook6 damage-counter dice1 competition-legal coin-flip die2 acrylic condition markersA collector’s box to hold everything, with 4 dividers to keep it organizedA code card for the Pokémon Trading Card Game Online",41.79,1811,,
3061,,ASUS TUF Gaming X570-Plus Socket AM4 ATX AMD X570,"ASUS TUF Gaming X570-Plus, AMD, Socket AM4, 2nd Generation AMD Ryzen™ 3, AMD Ryzen 3 3rd Gen, 2nd Generation AMD Ryzen™ 5, 3rd Generation..., DDR4-SDRAM, DIMM, 128 GB",0.0,1812,,
3062,,Corsair Crystal Series 680X RGB High Airflow TG White,,1199,1813,,
3063,,Canon EOS Rebel SL3 Kit,,649.99,1814,,
3064,,Blaze Grill Cover For Professional 44-Inch Built-In Grills - 4PROBICV,"Protect your Blaze Professional 4-Burner 44-Inch Built-In Grill from the elements with this quality grill cover. This quality grill cover is made with a water resistant vinyl to shield your grill from dirt, dust and water, and has a felt backing that will not scratch the stainless steel exterior of your grill. This grill cover will greatly extend the life of your grill, and allows you to get the most out of your investment with Blaze Professional. Not for use with Blaze Original Grills.",69.99,1815,,
3065,,Manfrotto MVH500AH Flat Base Video Head,"Real fluid cartridges on both pan and tilt axesBetter equipment support and balanceSuitable for HDSLRFaster, easier and safer to useCounterbalancemax load is 5kg",229,1816,,
3066,,Epson A2 Premium Luster Photo Paper (25 sheets),Epson A2 Premium Luster Photo Paper (25 sheets),34.20,1817,,
3067,,"Life Extension, Super Ubiquniol Coq10 With Biopqq, 30 Softgels","Life Extension Super Ubiquinol CoQ10 with BioPQQ DescriptionEnhanced Mitochondial SupportDisclaimerThese statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.Nutrition FactsLife Extension Super Ubiquinol CoQ10 with BioPQQ DirectionsTake one (1) softget daily with food, or as recommended by a healthcare practitioner.Supplement FactsServing Size: 1 SoftgelServings per Container: 0Amount Per Serving% Daily ValueCalories5Calories from Fat5Total Fat0.5 g1%Ubiquinol (as Kaneka QH Ubiquinol)100 mg*PrimaVie Shilajit fulvic acid complex100 mg*BioPQQ Pyrroloquinoline quinone disodium salt10 mg**Daily value not established.Other Ingredients: Medium chain triglycerides oil, gelatin, glycerin, purified water, sunflower lecithin, annatto color, beeswax, rosemary extract.WarningsWhen using nutritional supplements, please consult with your physician if you are undergoing treatment for a medical condition or if you are pregnant or lactating.",37.50,1818,,
3068,,Zebra Black Monochrome Ribbon 800033-801 - 1000 Prints,Zebra Series 3 Printer Ribbon,11.40,1819,,
3069,Fujifilm,Fujifilm Instax Mini Instant Film - Monochrome (10 Shots),Monochrome (Black & White) Instant Film for Fujifilm Mini Instant Cameras10 Shots per PackISO 800High Gloss FinishSuperb Grain QualityFast Image FormationGreater Resistance to Age-Induced ChangesSingle-plastic Composition for Easier Disposal,159,1820,,
3070,,Pokemon S&S2: Rebel Clash BD,"Ages: 5+** Sold individually**Rock out with new Pokémon!Crank it loud and blast the beat - you’ll find rebellion, chaos, and punk attitude galore. Introducing new VMAX's!36 packs per box, 10 random cards per pack.Release Date: May 01 2020",4.99E0,1821,,
3071,,Fujifilm Instax Square Instant Film - 20 Photos,The Fujifilm Instax Square Instant Film is for use with the Fuji Instax Square SQ10 Camera. This pack of Fuji Instax Square film contains 20 photos and will produce fantastic mini images at 62x62mm on a film size of 86x72mm. Its possible to write on the white border with non water based pens. ,21.99,1822,,
3072,,i.Pet Cat Tree 124cm Trees Scratching Post Scratcher Tower Condo House Furniture Wood Steps,"It is absolutely feline wonderland with our cat tree! Built to satisfy the natural instincts of your precious pet, our Cat Tree include a hosts of nooks and crannies for Tom and Tabby to have hours of fun scratching, hunting, climbing, jumping, hopping or simply lounging around. Plus, with its sisal-covered scratching posts, you can rest assured that your furniture will stay cat-free for a very long time. Not least, the tree is upholstered with a soft linen surface for extra comfort and style. Best of all, the firm base and sturdy construction ensures that the tree remain a durable cat haven with total peace of mind for you. Can we hear a meow to that?Features Stable wooden construction Natural sisal posts and soft linen cover Multi-level design with ample play areas Various napping spots Includes scratching, perching, climbing, sleeping all in one pieceSpecifications: Material: Fir wood, linen cover, and sisal Height: 124mBase dimension: 60cm x 60cm Colour: GreyPackage Content 1 x Cat tree1 x Assembly kit1 x Assembly guide",113.00,1823,,
3073,Elixir,"Elixir Nanoweb Coated Acoustic Guitar String Set, Phosphor Bronze, .010-.047","Looking for the feel of traditional guitar strings, but tired of ones that die out after one gig? Elixir introduces Acoustic Phosphor Bronze Guitar Strings with ultra-thin Nanoweb coating. Nanoweb gives your strings longer life, while recreating the bright tone and punch of non-coated strings. Guaranteed to be a guitarist's greatest friend.Many players prefer the rich, textured tone of phosphor bronze strings. These Elixir Strings capture the sweet spot of that unique phosphor bronze tone and extend it 3-5x longer than conventional strings.GaugesEBGDAE16002Extra Light.010-.047.010.014.023.030.039.04716027Custom Light.011-.052.011.015.022.032.042.05216052Light.012-.053.012.016.024.032.042.05316077Light-Medium.012-.056.012.016.024.035.045.05616182HD Light.013-.053.013.017.025.032.042.05316102Medium.013-.056.013.017.026.035.045.056E16102 E16182 E16077 E16052 E16027 E16002",17.99,1824,,
3074,TP-LINK,TP-LINK TL-SG105 Unmanaged Gigabit Ethernet (10/100/1000) Zwart,TP-LINK TL-SG105 Unmanaged Gigabit Ethernet (10/100/1000) Zwart,2.695E1,1825,,
3075,,Traveler's Refills: MD Paper - 001 / lined,"These notebooks aremade in Japan, where there is a rich tradition of elevating basic craft to perfected art form. MD Paper is no exception,meticulously engineered for the finest writing experience. There is no detail overlooked: the paper is made from hardwood, which allows a softer finish than pulp from coniferous trees; the water is adjusted for viscosityand pH as it changes through the seasons; the signature warm color is added to be gentle on the eyes; each batch is rigorously tested, and if anyflaws are found, the whole lot is returned to pulp. This exacting process creates an incredibly consistent product that is pure delight to write on.001: 6.5mm spaced lines002: 5mm grid003: blank025:﻿cream - blank026:5x5mm dot grid64 pages, saddle stitchedShop the whole Traveler's Notebook collection here.photos via Traveler's Company Japan",6.0E0,1826,,
3076,,"3M - Gold Privacy Filter 15\""\""","3M Gold Privacy Filter 15\""\"" (GFNAP007) - Type: Screen Protector",1328.00,1827,,
3077,FUJIFILM,Fujifilm Instax Square Film ( Black Frame 10's ),For FUJIFILM INSTAX SQUARE CamerasBlack Frame BordersColorful Star-Like Pattern2.4 x 2.4,55.0,1828,,
3078,Canon,"Canon Extender EF 1,4 X III","Canon Extender EF 1,4 X III",418.00,1829,,
3079,,Daniel Wellington Classic Collection Sheffield DW00100036,,940.00,1830,,
3080,,"RAM Handlebar Rail Mount with Zinc Coated U-Bolt Base for Rails from 0.5\"" to 1.25\"" in Diameter","The RAM-B-149ZU consists of a zinc coated u-bolt base, double socket arm and diamond adapter base. The diamond adapter base has a hole pattern that matches the industry standard AMPS hole pattern and will connect to a large variety of RAM Mount and third party cradles. Included in this package is hardware that will accommodate rails from 0.50\"" to 1.25\"" in diameter. A composite rail adapter can narrow the rail to a minimum width of 0.5”. The mount is designed with a RAM 1\"" diameter patented rubber ball and socket system that has adjustment points at both ends of the double socket arm; this allowing for almost infinite adjustment and perfect viewing angles.SpecificationsU-Bolt Dimensions:Accommodates rails from 0.5\"" to 1.25\"" in diameter.Material:Powder Coated Marine Grade AluminiumBall:B size 1\"" rubberAccessoriesCompatibilityRelated ItemsNotesThe \""U\"" in the part number reflects product packaged in poly bag.InstructionsVideosWarranty RAM Warranty",5.795E1,1831,,
3081,Dymo Rhino,Dymo Rhino 18444 Black on White Vinyl Tape - 12mm,Dymo Rhino S0718600 from Dymo Express. 18444 Black on White Vinyl Tape - White- 12mm.,12.18,1832,,
3082,,APC Replacement Battery Cartridge #117 APCRBC117,"APCRBC117 Features APC Replacement Battery Cartridge #117Hot-swappable batteriesEnsures clean, uninterrupted power to protected equipment while batteries are being replacedReplacement Battery Cartridges Features & BenefitsConveniencePrepaid postage to a nearby recycling partner (availability varies by country)Insures that almost 100% of the old battery is",2399,1833,,
3083,APC,Bộ lưu điện UPS APC SRT6KRMXLI 6000VA Rackmount,"Thông số kỹ thuật Đánh giáBộ lưu điện APC SRT6KRMXLIOutput power capacity:6.0 KWatts / 6.0 kVAMax Configurable Power (Watts):6.0 KWatts / 6.0 kVANominal Output Voltage:230VOutput Voltage Distortion:Less than 2%Output Frequency (sync to mains):50/60Hz +/- 3 HzOther Output Voltages:220, 240Load Crest Factor:3 : 1Topology:Double Conversion OnlineWaveform type:Sine waveOutput Connections(2) IEC Jumpers (Battery Backup)(4) IEC 320 C19 (Battery Backup)(1) Hard Wire 3-wire (H N + G) (Battery Backup)(6) IEC 320 C13 (Battery Backup)Bypass:Internal Bypass (Automatic and Manual)InputNominal Input Voltage:230VInput frequency:40 - 70 Hz (auto sensing)Input Connections:Hard Wire 3 wire (1PH+N+G)Input voltage range for main operations:160 - 275VInput voltage adjustable range for mains operation:100 - 275 (half load)VOther Input Voltages:220, 240Batteries & RuntimeBattery type:Maintenance-free sealed Lead-Acid battery with suspended electrolyte : leakproofTypical recharge time:1.5hour(s)Replacement Battery:APCRBC140Expected Battery Life (years):3 - 5RBC Quantity:1Extendable Run Time:1Battery Volt-Amp-Hour Capacity:902Extended Run Options:APC-Smart-UPS-SRT-6000VA-RM-230VRuntime:View Runtime GraphView Runtime ChartEfficiency:View Efficiency GraphCommunications & ManagementInterface Port(s):RJ-45 10/100 Base-T , RJ-45 Serial , Smart-Slot , USBControl panel:Multi-function LCD status and control consoleAudible Alarm:Audible and visible alarms prioritized by severityEmergency Power Off (EPO):YesAvailable SmartSlot™ Interface Quantity:1Surge Protection and FilteringSurge energy rating:480JoulesPhysicalMaximum Height:174mm , 17.4cmMaximum Width:432mm , 43.2cmMaximum Depth:719mm , 71.94cmRack Height:4UNet Weight:60.0kgShipping weight:67.0kgShipping Height:370mm , 37.0cmShipping Width:610mm , 61.0cmShipping Depth:960mm , 96.0cmColor:BlackUnits per Pallet:6.0EnvironmentalOperating Environment:0 - 40 °COperating Relative Humidity:0 - 95% non-condensing %Operating Elevation:0-3000metersStorage Temperature:-15 - 45 °CStorage Relative Humidity:0 - 95% non-condensing %Storage Elevation:0-15000metersAudible noise at 1 meter from surface of unit:55.0dBAOnline thermal dissipation:1300.0BTU/hrProtection Class:IP 20ConformanceApprovals:CE, CE Mark, EAC, EN/IEC 62040-1, EN/IEC 62040-2, ENERGY STAR (EU), IRAM, RCM, VDEStandard warranty:3 years repair or replace (excluding battery) and 2 years for batterySustainable Offer StatusRoHS:CompliantREACH:REACH: Contains No SVHCs",60900000,1834,,
3084,,"Apple AirPods Pro - EGP4,999 - Best deals in Egypt","AirPods Pro with one year warranty, same day shipping or pickup from IncrediDeals. Shop now, pay later over 3 months and up to 60 months.",4999,1835,,
3085,,"Zebra 800077-701 Black Monochrome Ribbon - ZXP Series 7 - 2,500 prints","Zebra 800077-701 Resin Black (\""K\"") ribbons are monochrome (1-color) ribbons.Zebra 800077-701 black monochrome ribbons are primarily used for printing text and one-color line art on one or both sides of a card.Note: Black resin is needed to print readable barcodes.To maintain your Zebra card printer's warranty, genuine Zebra ribbons must be used. As an authorized Zebra Solution provider, ID Wholesaler only sells Genuine Zebra 800077-701 Black Monochrome Ribbon.ID Wholesaler offers a low price guarantee on black monochrome Zebra 800077-701 ribbon.Did you know that Zebra 800077-701 monochrome ribbons have a shelf life?When stored under proper conditions, Zebra 800077-701 black ribbons typically have a shelf life of up to one year. Ribbons that are more than one year old, and improperly stored, will not print optimally and will likely end up costing more money and time in maintenance and in reprinting cards.ID Wholesaler is an authorized Zebra reseller specializing in ID card printing products. We guarantee that our 800077-701 black monochrome ribbons are genuine Zebra ribbons, are stored properly, and are always 'fresh'.",34,1836,,
3086,,Traveler's Refills: Accessories - 008 / zipper pocket,004:Shop the whole Traveler's Notebook collection here.photos via Traveler's Company Japan,9.0E0,1837,,
3087,Corsair,"Corsair Corsair | Gaming K55 RGB Keyboard, Backlit RGB LED, 6 Marco Keys CH-9206015-NA",,99.99,1838,,
3088,,D'Addario NYXL0942 Electric 9-42,"NYXL0942 sets are designed with super light gauges for maximum flexibility. D’Addario NYXL guitar strings will bend farther, sing louder, and stay in tune better than any string you’ve played before. Envisioned, perfected, and manufactured by D’Addario in New York, this newly engineered, break-resistant, high-carbon steel core and plain steel alloy delivers a whole new level of freedom, confidence, and power. NYXL’s provide more strength and up to 131% greater tuning stability by utilizing a completely reinvented wire drawing process coupled with a revolutionary “fusion twist” process for the plain steels.",12.00,1839,,
3089,Maxxis,"Maxxis Maxxis Minion DHR II Tire - 29 x 2.3, Tubeless, Folding, Black, 3C Maxx Terra, EXO",,75.00,1840,,
3090,Jabra,Jabra BIZ 2300 USB UC Duo,"BackBest in class noise-canceling Duo UC headset for contact centersThe new BIZ 2300 UC corded headset series features best-in-class noise cancellation and sound for crystal clear conversations and a great customer experience. It blends lightweight design with durable construction for all day comfort and performance. Available in Mono (single earpiece to keep in touch with your surroundings while you are on the line) OR Duo (earpieces cover both ears so you can focus on the conversation - ideal for noisy workspaces.)All BIZ 2300 models are over-the-head, corded headsets and are available in several varieties including UC (for softphones), Microsoft Lync ( optimized specifically for Lync) and QD (for desk phones) BETTER CONVERSATIONS FOR THE CONTACT CENTERYour contact center agents are your brand's front line. Jabra BIZ 2300 will ensure every customer conversation becomes a great brand experience.",$168.00,1841,,
3091,,"Avid G2 CleanSweep Disc Brake Rotor - 160mm, 6-Bolt, Silver",,40.00,1842,,
3092,RAM Mounts,RAM Short Double Socket Arm B-201U,"The RAM-B-201U-A Aluminum version (not plastic), short double socket arm, has a socket at both ends that accommodates 1 ball bases. RAM socket technology allows",14.49,1843,,
3093,,Gardeon 320L Outdoor Wicker Storage Box - Black,Gardeon 320L Outdoor Wicker Storage Box - Black&nbsp;Features* 320 litres of storage space* Stylish wicker design* Eco-friendly and durable PE wicker* UV-resistant and weatherproof* Suitable for outdoor use* Safe hydraulic hinge* 150kg capacity* Highly portable* Heavy duty wheels* Convenient handle* Comes in flat packed* Easy to assembleSpecifications* Material: PE Wicker* Frame: Powder coated steel* Volume: 320L* Hinges: Hydraulic* Weight capacity: 150kg* Wheels quantity: 2Package Contents1 x Rattan Wicker Storage Box1 set x Hardwares1 x Tools Kit1 x Assembly Manual,195.00,1844,,
3094,,Nikon AF-S 300mm f/4E PF ED VR,"The AF-S NIKKOR 300mm f/4E PF ED VR is a cutting-edge lens engineered to draw peak performance from high-resolution full-frame cameras. The Phase Fresnel element nearly eliminates chromatic aberration on its own. When combined with an Extra-low Dispersion (ED) glass element and Nano Crystal Coat (N), it delivers strikingly clear, accurate images. Nikon's Silent Wave Motor (SWM) provides ultra-quiet, ultra-fast autofocusing with seamless manual override (just spin the focusing ring), and a Fluorine coating on the front lens element effectively repels dust, water, grease or dirt, ensuring easy cleaning.Introducing a thrilling new 300mm f/4 prime lens capable of changing the way pro and serious enthusiasts shoot. At just 147.5mm long and 755g—over 30% shorter and 1.5lbs lighter than its predecessor—the AF-S NIKKOR 300mm f/4E PF ED VR is the world's lightest 300mm full-frame AF lens. (As of January 5, 2015. Statement based on Nikon research.) The secret to its remarkable size? A Nikon-designed Phase Fresnel (PF) lens element, a first for the NIKKOR DSLR lens lineup. But handling isn't the only advantage; the PF element also performs brilliantly—achieve new levels of sharpness and clarity with virtually no chromatic aberration or ghosting. Whether you shoot fashion, portraits, nature, wildlife, sports, action or today's big stories, the AF-S NIKKOR 300mm f/4E PF ED VR will help you capture stunning views of the decisive moment.","2,499.00",1845,,
3095,,Verižnik SH Dura Ace CS-9100 11P 11-25,"Shimano Dura Ace CS-R9100 Cassette 11-speed Gears to match your riding style as well as your chosen terrain with Shimano's new rider-tuned cassette sprockets. The new lightweight titanium 11-speed cassettes are available in various sprocket combinations, including the new 11-30T version. Fast, accurate and smooth shifting is guaranteed in all situations. Rider tunedGear combination: 11-25TLightweight",188.76,1846,,
